Phồn_thể,Giản_thể,Pinyin,Phiên_âm_Hán_Việt,Số_âm_HV,Tần_suất_rank
箦,箦,zé,trách,1,
箲,箲,xiǎn,tiển,1,
箳,箳,píng,bình,1,
箵,箵,xīng,tỉnh,1,
箷,箷,yí,~di,1,
箼,箼,wu1,vũ,1,
箾,箾,shuò,sóc,1,
篂,篂,xing1,hành,1,
篅,篅,chuán,~chuyên,1,
篌,篌,hóu,hầu,1,
篏,篏,qiàn,khám,1,
篑,篑,kuì,quỹ,1,
篔,筼,yún,vân,1,
篖,篖,táng,đường,1,
篗,篗,yuè,hoạch,1,
篚,篚,fěi,phỉ,1,
篛,篛,ruò,nhược,1,
篜,篜,zhēng,~tranh,1,
篝,篝,gōu,câu / quảu,2,
篟,篟,qiàn,~khiếm,1,
篠,筿,xiǎo,tiểu,1,
篢,𬕂,lǒng,cung,1,
篥,篥,lì,lật / sặt,2,
篧,篧,zhuó,trạc,1,
篨,篨,chú,trừ,1,
篪,篪,chí,trì,1,
篭,篭,lóng,~lồng,1,
篯,篯,jiān,~tiêm,1,
篰,篰,bù,bộ,1,
篲,篲,huì,tuệ,1,
篳,筚,bì,tất,1,
篴,篴,dí,địch,1,
篶,篶,yān,yên,1,
篸,𥮾,cǎn,thảm,1,
篹,篹,zhuàn,toản / toán / soạn,3,
篺,篺,pí,bài,1,
簀,箦,zé,trách,1,
簁,簁,shāi,si,1,
簆,簆,kòu,khấu,1,
簈,簈,píng,bình,1,
簉,簉,zào,sứu,1,
簏,簏,lù,lộc,1,
簒,簒,cuàn,soán,1,
簓,簓,diāo,điêu,1,
簔,簔,suō,~thoa,1,
簕,簕,lè,lặc,1,
簖,簖,duàn,đoạn,1,
簗,簗,zhù,lương,1,
簘,簘,xiāo,tiêu,1,
簙,簙,bo2,bộ,1,
簚,簚,mi4,mật,1,
簛,簛,shāi,~rây,1,
簜,簜,dàng,thang / đãng,2,
簝,簝,liáo,liêu,1,
簢,簢,min3,dân,1,
簰,簰,pái,bài,1,
簱,簱,qi2,khí,1,
簴,簴,jù,cự,1,
籄,籄,kuì,quỹ,1,
籅,𥫣,yú,dư,1,
籆,籆,yuè,hoạch,1,
籇,籇,hao2,hào,1,
籊,籊,tì,địch,1,
籏,籏,qí,kì,1,
籐,籐,téng,đằng,1,
籑,籑,zhuàn,soạn,1,
籒,籒,zhòu,trứu,1,
籓,籓,fān,phiên,1,
籕,籕,zhou4,châu,1,
籖,籖,qian,tăm / thiêm,2,
籘,籘,téng,đằng,1,
籚,籚,lú,lư / lơ / lờ / lừ,4,
籛,篯,jiǎn,tiên,1,
籞,籞,yù,~vực,1,
籢,籢,lián,liêm,1,
籣,籣,lán,lan / tràn,2,
籥,籥,yuè,dược / thược,2,
籧,籧,qú,cừ,1,
籨,籨,lián,liêm,1,
籪,簖,duàn,đoán,1,
籫,籫,zuǎn,~toản,1,
籭,籭,sī,si,1,
籯,籯,yíng,doanh,1,
籵,籵,fán,~phiền,1,
籸,籸,shēn,sân,1,
籹,籹,nǚ,nhữ,1,
籺,籺,hé,hạt,1,
籾,籾,ní,ni,1,
粀,粀,zhàng,thập,1,
粁,粁,qiān,thiên,1,
粃,粃,bǐ,bỉ / chủy / tẻ,3,
粄,粄,bǎn,bản,1,
粆,粆,shā,sa,1,
粇,粇,kāng,canh,1,
粋,粋,cuì,tuý,1,
粔,粔,jù,cự,1,
粚,粚,chī,~si,1,
粻,粻,zhāng,trương,1,
粿,粿,guǒ,quả,1,
糆,糆,miàn,miến,1,
糈,糈,xǔ,tư,1,
糌,糌,zān,ta,1,
糍,糍,cí,từ,1,
糎,糎,lí,~li,1,
糏,糏,xiè,tiết,1,
糐,糐,fū,đoàn,1,
糒,糒,bèi,bí,1,
糓,糓,gǔ,~cổ,1,
糔,糔,xiǔ,tưu,1,
糡,糡,jiàng,cưỡng,1,
糢,糢,mó,mô,1,
糣,糣,san3,tam,1,
糤,糤,sǎn,tản,1,
糨,糨,jiàng,cưỡng,1,
糬,糬,shǔ,thự,1,
糭,糭,zòng,~tống,1,
糱,糱,niè,nghiệt,1,
糵,糵,niè,nghiệt,1,
糹,纟,sī,mịch,1,
糺,糺,jiū,củ,1,
紁,紁,cha4,tra,1,
紃,𬘓,xún,xuyên,1,
紖,纼,zhèn,chẩn,1,
紣,紣,cui4,thôi,1,
紥,紥,zā,trát,1,
紴,紴,bo1,bộ,1,
紽,紽,tuó,đà,1,
紾,紾,zhěn,chẩn / diễn,2,
絁,絁,shī,thi,1,
絅,䌹,jiōng,quýnh,1,
絈,絈,mo4,mộ,1,
絋,絋,kuang4,khoáng,1,
経,経,jīng,kinh,1,
絍,絍,rèn,nhâm,1,
絏,絏,xiè,tiết / dây,2,
絓,絓,guà,quái / quai,2,
絖,絖,kuàng,quang / khoáng,2,
絘,絘,cì,~thứ,1,
絚,絚,gēng,căng,1,
絢,绚,xuàn,huyến,1,
絣,絣,bēng,băng,1,
絥,絥,fú,~phất,1,
絧,絧,dong4,đông,1,
絩,絩,tiào,thêu,1,
絪,𬘡,yīn,nhân,1,
絫,絫,lěi,lũy / luỹ,2,
絬,絬,xiè,thượt,1,
絯,絯,gai1,cái,1,
絰,绖,dié,điệt,1,
絵,絵,huì,~gói,1,
絷,絷,zhí,chấp,1,
絸,絸,jiǎn,kén,1,
絺,𫄨,chī,sì / hi / hy,3,
絻,絻,miǎn,vấn / miện,2,
絽,絽,lǚ,~lụa,1,
絿,絿,qiú,cầu,1,
綀,綀,shū,sơ,1,
綂,綂,tǒng,thống,1,
綄,𬘫,huán,~hoán,1,
綌,绤,xì,khích,1,
綐,䌼,duì,~đỗi,1,
綒,綒,fu1,phú,1,
綗,綗,jiǒng,quýnh,1,
継,継,jì,kế,1,
続,続,xù,tục,1,
綥,綥,qí,kì,1,
綪,𬘬,qiàn,thiến,1,
綮,綮,qìng,khể / khính,2,
綯,绹,táo,đào,1,
綷,綷,cuì,tuý / túy,2,
緁,緁,qiè,tiệp,1,
緃,緃,zōng,~tông,1,
緅,緅,zōu,tưu,1,
緆,緆,xī,tích / rợ,2,
緉,緉,liǎng,lưỡng,1,
緌,緌,ruí,tuy / nhuy,2,
緍,緍,mín,mân,1,
緎,緎,yù,vực,1,
総,総,zǒng,tổng,1,
緐,緐,fán,phồn,1,
緖,緖,xù,tự,1,
緜,緜,mián,miên,1,
緤,緤,xiè,tiết,1,
緪,緪,gēng,căng,1,
緫,緫,cōng,tổng,1,
緭,緭,wei4,vi,1,
緺,緺,guā,cô,1,
緼,缊,yùn,uẩn,1,
縁,縁,yuán,~duyên,1,
縂,縂,zǒng,~tổng,1,
縃,縃,xū,~nhu,1,
縄,縄,shéng,~thằng,1,
縅,縅,wēi,uy,1,
縆,縆,gēng,canh,1,
縇,縇,xuān,~huyên,1,
縌,縌,ni4,nghê,1,
縏,縏,pán,bàn,1,
縒,縒,cī,~tỳ,1,
縓,縓,quán,~quyền,1,
縕,缊,yùn,ôn / uân / uẩn,3,
縖,縖,xia2,hạ,1,
縗,缞,cuī,thôi,1,
縚,縚,tāo,thao,1,
縠,縠,hú,hộc,1,
縡,縡,zài,tể,1,
縢,縢,téng,đằng,1,
縦,縦,zòng,sỉ / túng,2,
縩,縩,cài,sái,1,
縰,縰,xǐ,sỉ,1,
縳,䌸,juàn,truyện,1,
縶,絷,zhí,trập,1,
縸,縸,mù,mắc,1,
縿,縿,shān,sam,1,
繂,繂,lǜ,~lục,1,
繄,繄,yī,ê,1,
繈,繈,qiǎng,cưỡng,1,
繉,繉,hun2,hỗn,1,
繐,繐,suì,huệ / tuệ,2,
繑,繑,qiāo,~nghều,1,
繓,繓,zuǒ,túi / trói / tói,3,
繜,繜,zun1,tôn,1,
繠,繠,ruǐ,nhuỵ,1,
繣,繣,huà,hoạch,1,
繤,繤,zuǎn,~toản,1,
繦,繦,qiǎng,cưỡng,1,
繨,繨,da,đáp,1,
繰,缲,zǎo,thao / sào / tao,3,
繴,繴,bì,~bích,1,
繶,𫄷,yì,giấy,1,
繸,䍁,suì,toại / choại,2,
繻,𦈡,xū,nhu,1,
繿,䍀,lán,lãm,1,
纀,纀,pú,buộc,1,
纁,𫄸,xūn,huân,1,
纆,𬙊,mò,mặc,1,
纉,纉,zuǎn,~toản,1,
纊,纩,kuàng,khoáng,1,
纑,纑,lú,lư / lô,2,
纒,纒,chán,triền,1,
纕,𬙋,rǎng,tương,1,
纙,纙,luò,la / là,2,
纚,纚,lí,ly / lý / sỉ / sủy,4,
纟,纟,sī,mịch,1,
纩,纩,kuàng,~quang,1,
纴,纴,rèn,nhẫm,1,
纼,纼,zhèn,chẩn,1,
绖,绖,dié,~điệt,1,
绚,绚,xuàn,~huyến,1,
绤,绤,xì,~khích,1,
绹,绹,táo,~đào,1,
缊,缊,yùn,uẩn,1,
缐,缐,xiàn,~tuyến,1,
缞,缞,cuī,~thôi,1,
缲,缲,qiāo,~khao,1,
缳,缳,huán,hoàn,1,
缷,缷,xiè,xá,1,
缹,缹,fǒu,~phẫu,1,
缻,缻,fǒu,~phẫu,1,
缼,缼,qi,khí,1,
缾,缾,píng,bình,1,
罀,罀,zhao,~thiệu,1,
罁,罁,gāng,~cong,1,
罃,䓨,yīng,oanh,1,
罆,罆,guàn,quán,1,
罇,罇,zūn,tôn,1,
罉,罉,chēng,~xưng,1,
罋,罋,wèng,úng,1,
罏,罏,lú,lư,1,
罒,罒,wǎng,võng,1,
罓,罓,gāng,~cương,1,
罖,罖,luó,~la,1,
罙,罙,shēn,sâm,1,
罛,罛,gū,cô,1,
罝,罝,jū,ta,1,
罠,罠,mín,mân,1,
罣,罣,guà,quái / khuể,2,
罥,罥,juàn,quyến,1,
罦,罦,fú,phù,1,
罧,罧,shèn,sâm,1,
罫,罫,guà,quải,1,
罭,罭,yù,vực,1,
罳,罳,sī,ty,1,
罶,罶,liǔ,lữu,1,
罸,罸,fá,phạt,1,
罻,罻,wèi,uý,1,
羀,羀,liǔ,lữu,1,
羂,羂,juàn,quyến,1,
羃,羃,mì,mạc,1,
羇,羇,jī,ki / ky,2,
羐,羐,yǒu,dũ,1,
羒,羒,fén,phần,1,
羓,羓,bā,ba,1,
羕,羕,yàng,dạng,1,
羖,羖,gǔ,cổ,1,
羗,羗,qiāng,khương,1,
羘,羘,zāng,~tang,1,
羙,羙,gāo,cao,1,
羛,羛,yi4,nghĩa,1,
羜,羜,zhù,trữ,1,
羢,羢,róng,nhung,1,
羫,羫,qiāng,~khương,1,
羭,羭,yú,du,1,
羮,羮,gēng,canh,1,
羱,羱,yuán,nguyên,1,
羳,羳,fan2,phàn,1,
羴,羴,shān,thiên,1,
羵,羵,fén,phần,1,
翃,翃,hóng,hồng,1,
翆,翆,cuì,~thuý,1,
翈,翈,xia2,hạ,1,
翉,翉,ben3,bản,1,
翏,翏,liù,liệu,1,
翑,翑,qu2,khứ,1,
翖,翖,xī,~hấp,1,
翙,翙,huì,~hối,1,
翛,翛,xiāo,tiêu / dựu,2,
翣,翣,shà,sáp,1,
翥,翥,zhù,chở / chứ / trứ,3,
翪,翪,zōng,~tông,1,
翯,翯,hè,hạc,1,
翶,翶,áo,cao,1,
翺,翺,áo,ngao,1,
翽,翙,huì,hối,1,
翾,翾,xuān,huyên,1,
翿,翿,dào,đạo,1,
耇,耇,gǒu,củ / cẩu,2,
耈,耈,gǒu,cẩu,1,
耉,耉,gǒu,~cẩu,1,
耊,耊,dié,điệt,1,
耋,耋,dié,điệt,1,
耎,耎,ruǎn,nhuyễn,1,
耏,耏,nài,nhi,1,
耔,耔,zǐ,tì / tỷ,2,
耖,耖,chào,sáo,1,
耝,耝,qù,thư,1,
耞,耞,jiā,gia / rội,2,
耠,耠,huō,hoát,1,
耢,耢,lào,~lạo,1,
耣,耣,lun3,luân,1,
耤,耤,jí,tịch,1,
耥,耥,tāng,~thang,1,
耩,耩,jiǎng,giảng,1,
耭,耭,jī,~cơ,1,
耮,耢,lào,lạo,1,
耰,耰,yōu,ưu,1,
耱,耱,mò,~mạch,1,
耲,耲,huái,hoài,1,
耴,耴,yì,~dịch,1,
耵,耵,dīng,đinh,1,
耺,耺,yún,~vân,1,
耼,耼,dān,đam / tham,2,
耾,耾,hóng,hoành,1,
聄,聄,zhen3,chân,1,
聍,聍,níng,~ninh,1,
聎,聎,tiāo,~vẹo,1,
聝,聝,guó,~quốc,1,
聟,聟,xù,thế,1,
聡,聡,cōng,thông,1,
聢,聢,dìng,~đính,1,
聦,聦,cōng,thông,1,
聨,聨,lián,loan,1,
聩,聩,kuì,~hội,1,
聫,聫,lián,liên,1,
聮,聮,lián,liên,1,
聱,聱,áo,ngao,1,
聴,聴,tīng,thính,1,
聵,聩,kuì,hội,1,
聹,聍,níng,ninh,1,
聻,聻,nǐ,tiệm,1,
聼,聼,tīng,thính,1,
肄,肄,yì,dị,1,
肈,肈,zhào,triệu,1,
肊,肊,yì,ức,1,
肎,肎,kěn,khẳng,1,
肏,肏,cào,sáo,1,
肐,肐,gē,cách,1,
肕,肕,rèn,nhận,1,
肞,肞,cha1,tra,1,
肣,肣,hán,cằm,1,
肦,肦,fén,ban,1,
肧,肧,pēi,phôi,1,
肨,肨,pàng,~bỡn,1,
肬,肬,yóu,vưu,1,
肰,肰,rán,nhiên,1,
肳,肳,wěn,mẫn,1,
肵,肵,qí,kì,1,
肶,肶,pí,~tì,1,
肸,肸,xī,hật,1,
肹,肹,xī,hật,1,
胇,胇,fèi,phế,1,
胊,胊,qú,cù,1,
胏,胏,zǐ,chỉ,1,
胑,胑,zhī,chi,1,
胒,胒,nì,nây / sề,2,
胓,胓,píng,bình,1,
胔,胔,zì,tý / tí,2,
胠,胠,qū,khư,1,
胣,胣,chǐ,dạ,1,
胦,胦,yāng,ương,1,
胭,胭,yān,yên / nhân,2,
胮,胮,pāng,~bàng,1,
胲,胲,hǎi,hợi,1,
胵,胵,chī,~si,1,
胷,胷,xiōng,hung,1,
胹,胹,ér,nhi,1,
胻,胻,héng,hành,1,
胼,胼,pián,biền / bẹn,2,
胾,胾,zì,chí,1,
脇,脇,xié,hiếp,1,
脋,脋,xie2,tà,1,
脌,脌,nin,~niên,1,
脎,脎,sà,sát,1,
脗,脗,wěn,vẫn,1,
脝,脝,hēng,hanh,1,
脞,脞,cuǒ,tỏa / toả / thỏa,3,
脡,脡,tǐng,đĩnh,1,
脢,脢,méi,môi,1,
脤,脤,shèn,thận,1,
脦,脦,de,~ngáy,1,
脧,脧,juān,thôi / tuyên,2,
脨,脨,cù,~xúc,1,
脪,脪,xìn,ấn,1,
脬,脬,pāo,phao,1,
脰,脰,dòu,đậu,1,
脳,脳,nǎo,~não,1,
脵,脵,gǔ,ngô,1,
脶,脶,luó,la,1,
脷,脷,lì,lị,1,
脺,脺,cuì,~thúy,1,
脽,脽,shuí,thùy,1,
脿,脿,biǎo / biāo,biểu / béo,2,
腁,腁,pián,biền,1,
腂,腂,lei3,lệ,1,
腍,腍,rèn,nhẫm,1,
腒,腒,jū,cừ,1,
腗,腗,pi2,tỉ,1,
腛,腛,wò,óc,1,
腜,腜,méi,môi,1,
腟,腟,chì,thất,1,
腡,脶,luó,loa,1,
腢,腢,ǒu,ngẫu,1,
腬,腬,róu,nậu,1,
腯,腯,tú,đột,1,
腶,腶,duàn,đoán,1,
腽,腽,wà,uất,1,
膁,膁,qiǎn,còm,1,
膃,腽,wà,ột,1,
膄,膄,shòu,tú,1,
膅,膅,tang2,đường,1,
膆,膆,sù,tố,1,
膇,膇,zhuì,truy,1,
膉,膉,yì,ức,1,
膋,膋,liáo,liêu,1,
膌,膌,jí,tích,1,
膍,膍,pí,~tì,1,
膒,膒,ou1,âu,1,
膓,膓,cháng,tràng,1,
膔,膔,lù,lục,1,
膗,膗,chuái,suỳ,1,
膙,膙,jiǎng,cưỡng,1,
膞,䏝,zhuān,thuần / thuyền,2,
膟,膟,lǜ,suất,1,
膣,膣,zhì,trất,1,
膪,膪,chuài,suý,1,
膫,膫,liáo,liêu,1,
膬,膬,cuì,sế,1,
膭,膭,gui1,quy,1,
膰,膰,fán,phần / phiền,2,
膱,膱,zhí,~chắc,1,
膴,膴,hū,vũ / hô,2,
膶,膶,rùn,~nhuần,1,
膷,膷,xiāng,hương,1,
臄,臄,jué,cược,1,
臇,臇,juǎn,tuyến,1,
臈,臈,là,lạp,1,
臋,臋,tún,đồn,1,
臌,臌,gǔ,cổ,1,
臐,臐,xūn,huân,1,
臓,臓,zàng,tạng,1,
臕,臕,biāo,phiêu,1,
臖,臖,xìng,khánh,1,
臙,臙,yān,yên,1,
臛,臛,huò,hoắc,1,
臝,臝,luǒ,lỏa / loã,2,
臞,臞,qú,cù,1,
臡,臡,ní,nê,1,
臤,臤,qiān,~gian,1,
臮,臮,ji4,ký,1,
臯,臯,gāo,cao,1,
臲,臲,niè,niết,1,
臾,臾,yú,du / dũng,2,
臿,臿,chā,sáp / tráp,2,
舁,舁,yú,dư,1,
舋,舋,xìn,hấn,1,
舎,舎,shè,xá,1,
舓,舓,shì,thị,1,
舕,舕,tàn,~vẹm,1,
舖,舖,pù,phô / phố,2,
舗,舗,pù,phố,1,
舚,舚,tiàn,thiêm,1,
舝,舝,xiá,hạt,1,
舠,舠,dāo,đao,1,
舢,舢,shān,san,1,
舣,舣,yǐ,nghĩ,1,
舦,舦,tài,~thái,1,
舩,舩,chuán,thuyền,1,
舭,舭,bǐ,tỳ,1,
舮,舮,lú,~lô,1,
舲,舲,líng,linh,1,
舺,舺,xiá,giáp,1,
艀,艀,fú,phù,1,
艁,艁,zào,tạo,1,
艅,艅,yú,dư,1,
艍,艍,ju1,cự,1,
艎,艎,huáng,hoàng,1,
艑,艑,biàn,biện,1,
艕,艕,bàng,~bàng,1,
艖,艖,chā,xoa,1,
艗,艗,yì,dật,1,
艜,艜,dài,~đái,1,
艢,艢,qiáng,tường,1,
艣,艣,lǔ,lỗ,1,
艤,舣,yǐ,nghĩ,1,
艥,艥,jí,~tiếp,1,
艩,艩,qí,tề,1,
艪,艪,lǔ,lỗ,1,
艬,艬,chán,sàm,1,
艭,艭,shuāng,sang,1,
艴,艴,fú,phật,1,
艶,艶,yàn,diễm,1,
艸,艸,cǎo,thảo / tháu,2,
艻,艻,lè,lặc,1,
芀,芀,tiáo,điêu,1,
芃,芃,péng,bồng / bông,2,
芓,芓,zi4,tử,1,
芔,芔,huì,huỷ,1,
芕,芕,suī,~tuy,1,
芚,芚,tún,đồn,1,
芞,芞,qì,khất,1,
芣,芣,fú,phù / búp,2,
芧,芧,xù,tự / trữ,2,
芵,芵,jue2,quyết,1,
芶,芶,gǒu,~cẩu,1,
芺,芺,ao3,áo,1,
芼,芼,mào,mạo / mao / mào,3,
芿,芿,rèng,nhăng / nhứng,2,
苅,苅,yì,ngải,1,
苉,苉,pǐ,thất,1,
苐,苐,tí,đệ,1,
苖,苖,dí,miêu,1,
苘,苘,qǐng,khoảnh,1,
苙,苙,lì,lập / rợp,2,
苜,苜,mù,mục,1,
苝,苝,bèi,bấc,1,
苠,苠,mín,~mân,1,
苢,苢,yǐ,~dĩ,1,
苩,苩,bó,~bốc,1,
苪,苪,bǐng,~bỉnh,1,
苭,苭,yǎo,ấu,1,
苰,苰,hong2,hồng,1,
苲,苲,zhǎ,trả / rạ,2,
苳,苳,dōng,rong,1,
苶,苶,nié,niết,1,
苽,苽,gū,cô,1,
茀,茀,fú,phất,1,
茆,茆,máo,mao / mão / lữu,3,
茇,茇,bá,bạt / bát / bái,3,
茈,茈,cí,sài,1,
茊,茊,zī,~tư,1,
茍,茍,jì,cấp,1,
茑,茑,niǎo,~điểu,1,
茖,茖,gé,cách,1,
茘,茘,lì,lệ,1,
茙,茙,róng,ngồng,1,
茛,茛,gèn,cấn,1,
茝,茝,chǎi,chỉ / sải,2,
茞,茞,chén,thần,1,
茠,茠,hāo,hao,1,
茢,茢,liè,liệt,1,
茣,茣,wú,ngô,1,
茥,茥,guī,khuê,1,
茦,茦,cì,sách / thuốc,2,
茩,茩,gòu,~cấu,1,
茯,茯,fú,phục,1,
茳,茳,jiāng,giang,1,
茷,茷,fá,pha,1,
茺,茺,chōng,sung / súng,2,
茻,茻,mǎng,mãng,1,
茼,茼,tóng,đồng / đòng,2,
茽,茽,zhòng,tụng,1,
荁,荁,huán,~hoàn,1,
荄,荄,gāi,cai / gai,2,
荅,荅,dā,đáp,1,
荈,荈,chuǎn,suyễn,1,
荍,荍,qiáo,kiều / thẩu,2,
荎,荎,chí,chuối,1,
荏,荏,rěn,nhẫm,1,
荖,荖,lǎo,lỗ,1,
荘,荘,zhuāng,trang,1,
荙,荙,dá,đạt,1,
荛,荛,ráo,~nhiêu,1,
荜,荜,bì,tất,1,
荬,荬,mǎi,mãi,1,
荭,荭,hóng,hồng,1,
荮,荮,zhòu,~trụ,1,
荳,荳,dòu,đậu,1,
荵,荵,rěn,ẩn,1,
荸,荸,bí,bột / mụt,2,
莀,莀,chén,thần,1,
莋,莋,zuo2,tả,1,
莔,莔,méng,manh,1,
莕,莕,xìng,~hành,1,
莙,莙,jūn,quân,1,
莚,莚,yán,diên,1,
莛,莛,tíng,đình,1,
莜,莜,yóu,~du,1,
莝,莝,cuò,tỏa / toả,2,
莟,莟,hàn,hám,1,
莣,莣,wang2,vương,1,
莤,莤,sù,giậu,1,
莦,莦,shāo,sao,1,
莭,莭,jié,~tiệp,1,
莯,莯,mù,móc,1,
莰,莰,kǎn,khóm / khúm,2,
莴,莴,wō,oa,1,
莵,莵,tù,~tho,1,
莶,莶,xiān,tiêm,1,
莻,莻,gòng,~cống,1,
莾,莾,mǎng,mãng,1,
莿,莿,cì,thích,1,
菂,菂,dì,đích,1,
菆,菆,zōu,tưu,1,
菉,菉,lù,lục,1,
菋,菋,wei4,vi,1,
菍,菍,niè,nấm / nộm / núm,3,
菎,菎,kūn,côn,1,
菐,菐,pú,độc,1,
菕,菕,lún,trun,1,
菛,菛,mén,môn,1,
菢,菢,bào,bão,1,
菣,菣,qìn,khẩn,1,
菧,菧,dǐ,để,1,
菫,菫,jǐn,cận / ngẩn,2,
菶,菶,běng,bổng / phụng,2,
菷,菷,zhǒu,chổi,1,
菺,菺,jiān,kiên,1,
菼,菼,tǎn,thảm,1,
菾,菾,tián,điềm,1,
萅,萅,chūn,xuân,1,
萏,萏,dàn,đạm,1,
萕,萕,qí,tễ,1,
萚,萚,tuò,thác,1,
萠,萠,pān,bằng,1,
萡,萡,bo,bạc,1,
萣,萣,dìng,~đính,1,
萩,萩,qiū,tho / thu / thưu,3,
萫,萫,xiàng,hảng,1,
萮,萮,yú,~du,1,
萰,萰,liàn,luyện,1,
萲,萲,xuān,huyên,1,
萵,莴,wō,oa,1,
萸,萸,yú,du,1,
萹,萹,biān / biǎn,phiên / biển,2,
萻,萻,ān,âm,1,
萾,萾,yíng,giềng,1,
葀,葀,kuo4,khoát,1,
葁,葁,jiāng,cương,1,
葄,葄,zuò,tộ,1,
葅,葅,zū,thư,1,
葇,葇,róu,nhu / nhú,2,
葈,葈,xǐ,tỉ,1,
葊,葊,ān,am,1,
葍,葍,fú,~phù,1,
葎,葎,lǜ,~luật,1,
葒,荭,hóng,hồng,1,
葓,葓,hóng,hồng,1,
葖,葖,tū,đột / nhút,2,
葘,葘,zī,tai / truy,2,
葙,葙,xiāng,tương,1,
葚,葚,rèn,thậm,1,
葟,葟,huang2,hoàng,1,
葠,葠,shēn,sâm,1,
葢,葢,gài,~cái,1,
葤,荮,zhòu,~trụ,1,
葥,葥,jiàn,tiền,1,
葧,葧,bó,~bốc,1,
葩,葩,pā,ba,1,
葫,葫,hú,hồ,1,
葳,葳,wēi,uy,1,
葴,葴,zhēn,châm,1,
葶,葶,tíng,đình,1,
葸,葸,xǐ,tỉ / tỷ / tơi,3,
葹,葹,shī,thi,1,
葺,葺,qì,tập,1,
葻,葻,lán,bông,1,
葽,葽,yāo,yêu,1,
葾,葾,yuān,~uyên,1,
蒄,蒄,guān,quan,1,
蒇,蒇,chǎn,~siển,1,
蒈,蒈,kǎi,~khải,1,
蒉,蒉,kuì,quỹ,1,
蒍,蒍,wei3,vi,1,
蒖,蒖,zhēn,chân,1,
蒗,蒗,làng,lạng,1,
蒟,蒟,jǔ,củ,1,
蒡,蒡,bàng,bảng,1,
蒢,蒢,chú,trừ,1,
蒣,蒣,xú,dừa,1,
蒦,蒦,huò,hoạch,1,
蒨,蒨,qiàn,thiến,1,
蒩,蒩,zu1,tổ,1,
蒭,蒭,chú,sô,1,
蒷,蒷,yun2,vân,1,
蒺,蒺,jí,tật,1,
蒻,蒻,ruò,nhược,1,
蒾,蒾,mi2,mật,1,
蓁,蓁,zhēn,trăn,1,
蓂,蓂,míng,minh,1,
蓃,蓃,sōu,sấu,1,
蓇,蓇,gū / gǔ,cốt,1,
蓊,蓊,wěng,ông / ống,2,
蓌,蓌,cuò,~tỏa,1,
蓎,蓎,tang2,đường,1,
蓏,蓏,luǒ,lỏa / loả,2,
蓐,蓐,rù,nhục / náu / nóc,3,
蓒,蓒,xuān,khiên,1,
蓔,蓔,yǎo,yểu,1,
蓗,蓗,zǒng,~tổng,1,
蓙,蓙,zuò,~tộ,1,
蓚,蓚,tiáo,~điêu,1,
蓠,蓠,lí,~lê,1,
蓡,蓡,shēn,sâm,1,
蓢,蓢,lǎng,lãng,1,
蓣,蓣,yù,~nhựa,1,
蓥,蓥,yíng,~giềng,1,
蓨,蓨,tiáo,~điêu,1,
蓪,蓪,tōng,thông,1,
蓫,蓫,chù,~xúc,1,
蓰,蓰,xǐ,tỉ / tỷ,2,
蓱,蓱,píng,bình,1,
蓷,蓷,tuī,thôi,1,
蓸,蓸,cáo,tào,1,
蓺,蓺,yì,nghệ,1,
蓻,蓻,zí / jí,giấp,1,
蓽,荜,bì,tất,1,
蔀,蔀,bù,bộ,1,
蔂,蔂,léi,luy,1,
蔃,蔃,qiáng,~tường,1,
蔆,蔆,líng,lăng,1,
蔇,蔇,jì,ký,1,
蔉,蔉,gǔn,cổn,1,
蔊,蔊,hǎn,~khản,1,
蔋,蔋,dí,địch,1,
蔌,蔌,sù,tốc,1,
蔎,蔎,shè,thiết,1,
蔙,蔙,xuàn,triện,1,
蔠,蔠,zhōng,chông,1,
蔦,茑,niǎo,điểu,1,
蔧,蔧,huì,~cói,1,
蔨,蔨,juan4,quyên,1,
蔯,𫈟,chén,trần,1,
蔲,蔲,kòu,khấu,1,
蔳,蔳,qiàn,thiện,1,
蔴,蔴,má,ma,1,
蔵,蔵,zāng,~tang,1,
蔹,蔹,liǎn,~lém,1,
蔾,蔾,lí,lê,1,
蔿,𫇭,wěi,~vĩ,1,
蕂,蕂,shèng,~thánh,1,
蕄,蕄,méng,muống,1,
蕆,蒇,chǎn,sản / siển,2,
蕋,蕋,ruǐ,nhị,1,
蕐,蕐,huá,hoa,1,
蕑,蕑,jiān,gian,1,
蕒,荬,mǎi,mãi,1,
蕔,蕔,bāo,~bao,1,
蕗,蕗,lù,~lục,1,
蕘,荛,ráo,nhiêu / nghiêu,2,
蕚,蕚,è,ngạc,1,
蕝,蕝,jué,tuyệt / toát,2,
蕠,蕠,rú,như,1,
蕡,蕡,fén,phần,1,
蕢,蒉,kuì,quỹ,1,
蕣,蕣,shùn,~thuấn,1,
蕫,蕫,dong3,đông,1,
蕮,蕮,xì,tích,1,
蕰,蕰,wēn,~uân,1,
蕳,蕳,jiān,gian,1,
蕶,蕶,líng,~lăng,1,
蕷,蓣,yù,dự / nhựa,2,
蕸,蕸,xiá,hà,1,
蕻,蕻,hóng,hống,1,
蕿,蕿,xuān,huyên,1,
薀,蕰,yùn,uẩn / ôn,2,
薁,薁,ào / yù,~úc,1,
薃,薃,hào,hạo,1,
薆,薆,ài,ái,1,
薉,薉,huì,uế,1,
薐,薐,léng,lăng,1,
